"","YEAR","SPECIES","DISTRICT","CATEGORY","NSIM","ABUNDANCE","BIOMASS_MT","BIOMASS_LBS","ABUNDANCE_CI","BIOMASS_MT_CI","BIOMASS_LBS_CI","Estimator"
"53",2006,"SNOW","ALL","Immature male",300,831.416889956806,68659.850257025,151369059.089388,312.010021028669,25673.126527161,56599555.5153657,"sdmTMB"
"54",2006,"SNOW","ALL","Mature male",300,167.762429184627,32411.9239086913,71456060.6667429,57.8974216847017,11186.0618653225,24661045.0376901,"sdmTMB"
"55",2007,"SNOW","ALL","Immature male",300,906.641685278816,91410.7107121193,201526120.715215,345.072524056848,28083.2596125617,61912989.4371063,"sdmTMB"
"56",2007,"SNOW","ALL","Mature male",300,316.055152595579,77013.2902883047,169785241.952605,90.7052216840431,22063.0694949441,48640742.1159759,"sdmTMB"
"57",2008,"SNOW","ALL","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"58",2008,"SNOW","ALL","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"59",2009,"SNOW","ALL","Immature male",300,802.668575518066,63146.4213329993,139214028.959526,274.606500528285,14941.6387874619,32940674.878332,"sdmTMB"
"60",2009,"SNOW","ALL","Mature male",300,214.047832939987,60629.3330660369,133664799.22499,58.5892587280061,16568.6144786805,36527542.2923906,"sdmTMB"
"61",2010,"SNOW","ALL","Immature male",300,1979.00356438233,98054.1473523652,216172391.41912,689.344390209823,27795.849000732,61279357.5005071,"sdmTMB"
"62",2010,"SNOW","ALL","Mature male",300,383.691795674687,93287.3992766591,205663510.778764,122.731738594998,25799.2459664416,56877601.2842586,"sdmTMB"
"63",2011,"SNOW","ALL","Immature male",300,1291.32539605491,87008.1421589487,191820118.488655,398.478999740658,24985.5976274171,55083813.7498153,"sdmTMB"
"64",2011,"SNOW","ALL","Mature male",300,496.316992492277,101181.788618745,223067660.108008,249.050753029098,36040.4587377798,79455610.6351175,"sdmTMB"
"65",2012,"SNOW","ALL","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"66",2012,"SNOW","ALL","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"67",2013,"SNOW","ALL","Immature male",300,804.464565326905,68400.0003918247,150796188.198283,220.582013720317,17592.0696093189,38783874.6258431,"sdmTMB"
"68",2013,"SNOW","ALL","Mature male",300,234.02828935153,56518.2003664708,124601303.074105,62.0291096306541,14708.6334273602,32426985.9904397,"sdmTMB"
"69",2014,"SNOW","ALL","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"70",2014,"SNOW","ALL","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"71",2015,"SNOW","ALL","Immature male",300,1285.90549137509,55620.7071630058,122622669.25479,675.702112221296,21236.0701720268,46817520.7004188,"sdmTMB"
"72",2015,"SNOW","ALL","Mature male",300,165.181749348429,39471.8988248123,87020641.0765083,82.1350715468109,13772.2736701742,30362666.0875587,"sdmTMB"
"73",2016,"SNOW","ALL","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"74",2016,"SNOW","ALL","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"75",2017,"SNOW","ALL","Immature male",300,3057.09696992153,138340.814009629,304989288.090605,1052.35897498124,45330.5759611829,99936813.2254593,"sdmTMB"
"76",2017,"SNOW","ALL","Mature male",300,425.938568394085,54415.0384491598,119964624.73379,170.867747958792,19330.9410041072,42617429.8392793,"sdmTMB"
"77",2018,"SNOW","ALL","Immature male",300,4145.05225938109,282148.227212413,622030364.427021,1554.18474417115,93514.6074989511,206164419.165499,"sdmTMB"
"78",2018,"SNOW","ALL","Mature male",300,1485.92868094682,187044.871228204,412363354.410493,505.165307609778,56517.9225015294,124600690.486769,"sdmTMB"
"79",2019,"SNOW","ALL","Immature male",300,1330.27787053832,178744.705407834,394064621.077811,562.815032475379,69264.5388463139,152702169.232509,"sdmTMB"
"80",2019,"SNOW","ALL","Mature male",300,614.55303973872,133191.345496184,293636653.315367,222.368000048113,47570.467856855,104874929.569154,"sdmTMB"
"81",2021,"SNOW","ALL","Immature male",300,89.4933027899175,17197.2499568155,37913446.2883837,38.3040115527094,8332.13271393418,18369208.2693857,"sdmTMB"
"82",2021,"SNOW","ALL","Mature male",300,87.7956687129686,27616.0872858249,60883050.7572805,28.940050284158,9546.38461141285,21046175.47119,"sdmTMB"
"83",2022,"SNOW","ALL","Immature male",300,501.496292378169,22839.2090138481,50351836.8570624,230.599940548079,10652.6108260918,23484986.8089535,"sdmTMB"
"84",2022,"SNOW","ALL","Mature male",300,65.862115238012,15083.8756453883,33254253.4729771,33.8949409796364,6991.60103534303,15413841.8054587,"sdmTMB"
"85",2023,"SNOW","ALL","Immature male",300,784.47045121016,27107.5741404602,59761971.1735021,322.978564373095,9765.17628218848,21528528.5380541,"sdmTMB"
"86",2023,"SNOW","ALL","Mature male",300,80.3675490410803,14627.9062257171,32249012.9754989,29.7276992775092,4249.13101694664,9367730.36315995,"sdmTMB"
"87",2024,"SNOW","ALL","Immature male",300,2034.07780048239,108243.476139088,238636016.163784,645.166300027263,30102.7270707099,66365153.0794274,"sdmTMB"
"88",2024,"SNOW","ALL","Mature male",300,322.002363533047,40282.5285200492,88807773.6405699,118.341089267318,12516.1363987698,27593357.442873,"sdmTMB"
"89",2025,"SNOW","ALL","Immature male",300,1900.59948762499,144302.213672622,318131924.645522,565.221085520583,40390.2442423157,89045246.1586075,"sdmTMB"
"90",2025,"SNOW","ALL","Mature male",300,651.586062975052,92637.9744962638,204231774.216715,212.328684951501,26922.95720958,59354960.5113073,"sdmTMB"
"91",2020,NA,NA,"Mature male",NA,NA,NA,NA,NA,NA,NA,"sdmTMB"
"92",2020,NA,NA,"Immature male",NA,NA,NA,NA,NA,NA,NA,"sdmTMB"
