"","YEAR","SPECIES","DISTRICT","CATEGORY","NSIM","ABUNDANCE","BIOMASS_MT","BIOMASS_LBS","ABUNDANCE_CI","BIOMASS_MT_CI","BIOMASS_LBS_CI","Estimator"
"77",1994,"TANNER","E166","Immature male",300,6.21985553111706,1479.71356186136,3262209.99233603,2.97601104829221,1104.41273040713,2434813.28931337,"sdmTMB"
"78",1994,"TANNER","E166","Mature male",300,11.3643032356126,9094.77883680855,20050555.1643399,5.8144888581858,4578.64080976185,10094175.1065211,"sdmTMB"
"79",1994,"TANNER","W166","Immature male",300,33.9247668203118,2456.38830553452,5415409.22642624,13.2575924526812,865.67026577032,1908476.25097911,"sdmTMB"
"80",1994,"TANNER","W166","Mature male",300,7.74041665233996,3060.57018172383,6747402.25838424,3.32250156677702,1601.63426149491,3530999.12481977,"sdmTMB"
"81",1995,"TANNER","E166","Immature male",300,6.02899919451762,561.051281877281,1236906.34804392,2.77310514160698,288.636658509754,636334.90684545,"sdmTMB"
"82",1995,"TANNER","E166","Mature male",300,1.2414673592609,684.616075560527,1509320.08746209,0.914224007548049,520.072430370826,1146563.44499541,"sdmTMB"
"83",1995,"TANNER","W166","Immature male",300,22.2868805397567,1391.11953122786,3066893.58824063,10.0281473135066,458.211461376928,1010183.35334197,"sdmTMB"
"84",1995,"TANNER","W166","Mature male",300,3.75968911435004,1307.35704172544,2882228.90902124,1.49913523337465,605.342485167531,1334551.73676651,"sdmTMB"
"85",1996,"TANNER","E166","Immature male",300,24.3877863552711,2174.18673194159,4793261.25336195,12.6769244078853,1188.94452449111,2621173.99481637,"sdmTMB"
"86",1996,"TANNER","E166","Mature male",300,1.70584303192903,613.052397648334,1351549.18423416,0.92062250549591,283.745485579224,625551.716355429,"sdmTMB"
"87",1996,"TANNER","W166","Immature male",300,15.1525031656124,1184.1747008501,2610658.33371517,4.73311486657558,527.707967618098,1163396.92314071,"sdmTMB"
"88",1996,"TANNER","W166","Mature male",300,2.93621168383627,889.371122764979,1960727.69646674,1.30830621184889,396.729276241383,874638.337151455,"sdmTMB"
"89",1997,"TANNER","E166","Immature male",300,32.0131794646517,2461.33706095921,5426319.36458552,21.7811285225343,1140.06589982827,2513415.07315982,"sdmTMB"
"90",1997,"TANNER","E166","Mature male",300,2.99163042119945,1091.73776421163,2406869.77210758,2.27125772190947,737.660945840446,1626264.00845423,"sdmTMB"
"91",1997,"TANNER","W166","Immature male",300,20.8571838544915,1351.07323647598,2978606.62090942,6.4435546622506,402.403473519946,887147.800832608,"sdmTMB"
"92",1997,"TANNER","W166","Mature male",300,2.35045806244836,866.678081808528,1910698.10501561,0.88333772611834,329.16386301405,725682.098695915,"sdmTMB"
"93",1998,"TANNER","E166","Immature male",300,19.09328580223,1890.37621263187,4167566.16217309,6.78656054380398,653.573122094497,1440882.09000188,"sdmTMB"
"94",1998,"TANNER","E166","Mature male",300,4.3752384352128,2001.20363466043,4411898.80389842,1.79937646331652,881.187522388122,1942685.94594775,"sdmTMB"
"95",1998,"TANNER","W166","Immature male",300,42.3703890663883,2066.40409047639,4555641.20374514,16.2067032745094,875.676169759415,1930535.49326552,"sdmTMB"
"96",1998,"TANNER","W166","Mature male",300,4.10684647521918,1439.97488349636,3174601.20305016,1.7019983936213,633.300446092564,1396188.4898826,"sdmTMB"
"97",1999,"TANNER","E166","Immature male",300,42.4235978298606,6812.25735563277,15018456.6720839,37.7461474630051,7845.39359364847,17296132.1938651,"sdmTMB"
"98",1999,"TANNER","E166","Mature male",300,6.92531505285115,2751.87664726493,6066849.50909769,6.3319845733256,2100.29317919271,4630353.85536299,"sdmTMB"
"99",1999,"TANNER","W166","Immature male",300,75.8879153214257,3501.92576346872,7720424.75817827,29.3394852242604,2255.0222719421,4971473.11349644,"sdmTMB"
"100",1999,"TANNER","W166","Mature male",300,3.71849411067225,1156.45789194417,2549553.22979568,2.75660788006808,813.781373429298,1794080.82510142,"sdmTMB"
"101",2000,"TANNER","E166","Immature male",300,26.3702128531777,4667.29716798622,10289628.9194333,15.1355661907849,5096.12715088358,11235037.2006558,"sdmTMB"
"102",2000,"TANNER","E166","Mature male",300,5.95615881418138,3612.05164062801,7963210.75821458,4.17435848306515,3196.12000982836,7046238.47581121,"sdmTMB"
"103",2000,"TANNER","W166","Immature male",300,64.9195055987721,3256.87168731301,7180172.99830913,23.3706687735311,1099.78514667969,2424611.21354336,"sdmTMB"
"104",2000,"TANNER","W166","Mature male",300,4.34439478188674,1341.73018143032,2958008.71039858,1.82900108413367,546.152343598231,1204059.8116724,"sdmTMB"
"105",2001,"TANNER","E166","Immature male",300,109.609975477835,4535.45364408651,9998963.70409969,72.8627183099703,2648.54768883753,5839048.14985658,"sdmTMB"
"106",2001,"TANNER","E166","Mature male",300,6.21563115764215,4580.26999274376,10097766.8401781,3.46381776469654,2986.61923920049,6584368.33759026,"sdmTMB"
"107",2001,"TANNER","W166","Immature male",300,133.961016273795,7012.53587788821,15459995.2329187,43.044267114347,2662.47838092253,5869760.06876519,"sdmTMB"
"108",2001,"TANNER","W166","Mature male",300,7.46594881263752,2064.11922563829,4550603.9390352,3.70863738633516,858.573276201346,1892830.06722832,"sdmTMB"
"109",2002,"TANNER","E166","Immature male",300,37.9737004472969,2359.41177175395,5201612.56626511,20.1787886266422,1300.28346859646,2866634.34968378,"sdmTMB"
"110",2002,"TANNER","E166","Mature male",300,1.94379306967387,1034.09894296017,2279797.92287992,1.22224400764242,735.223337385638,1620890.00171155,"sdmTMB"
"111",2002,"TANNER","W166","Immature male",300,110.296621089418,6071.57372297925,13385528.7799028,45.495409175634,2430.74748921127,5358880.90271735,"sdmTMB"
"112",2002,"TANNER","W166","Mature male",300,7.64050876813339,2100.12127460175,4629974.87061296,3.4219871264724,993.911886122017,2191200.62826901,"sdmTMB"
"113",2003,"TANNER","E166","Immature male",300,36.3168315033798,5191.49131676893,11445279.1980804,16.7485109962777,2718.53838102758,5993351.21317761,"sdmTMB"
"114",2003,"TANNER","E166","Mature male",300,4.96096476414492,2383.5793658059,5254892.99082771,2.78675079368063,1294.63283318887,2854176.83103638,"sdmTMB"
"115",2003,"TANNER","W166","Immature male",300,148.85375809373,9001.04829149463,19843914.6837826,60.2544327525948,3413.51783013636,7525518.62840285,"sdmTMB"
"116",2003,"TANNER","W166","Mature male",300,13.8155936435078,3412.44592498093,7523155.4820487,6.39420081033657,1432.65100955993,3158454.82489034,"sdmTMB"
"117",2004,"TANNER","E166","Immature male",300,11.411609300956,1818.05098725754,4008116.33418251,6.37715611043662,1029.62623047259,2269937.27974878,"sdmTMB"
"118",2004,"TANNER","E166","Mature male",300,5.35265633632091,2599.34408524102,5730572.77229123,2.04172682770867,1062.63763587872,2342714.97088616,"sdmTMB"
"119",2004,"TANNER","W166","Immature male",300,172.643666163682,12158.70089512,26805347.0456749,41.6538433525445,6047.01572243961,13331387.6563657,"sdmTMB"
"120",2004,"TANNER","W166","Mature male",300,15.4826579632973,4999.02941769542,11020973.3415389,5.91155185345941,2199.09580579097,4848176.36105958,"sdmTMB"
"121",2005,"TANNER","E166","Immature male",300,31.1058000210502,2839.3673075065,6259733.39786675,16.8953165516852,1201.54044166459,2648943.23875996,"sdmTMB"
"122",2005,"TANNER","E166","Mature male",300,9.58234706559249,4584.26529174634,10106574.9667403,3.3085522751353,1607.85039772317,3544703.35936908,"sdmTMB"
"123",2005,"TANNER","W166","Immature male",300,204.904824738367,13246.9067697997,29204430.3342224,67.6703848822733,4182.98276108041,9221898.42188143,"sdmTMB"
"124",2005,"TANNER","W166","Mature male",300,45.0843925084579,17843.0297468989,39337147.0223343,16.6464068532412,7571.16093218096,16691552.664744,"sdmTMB"
"125",2006,"TANNER","E166","Immature male",300,68.2978681537465,11145.0806900423,24570697.0115974,67.7326735074952,15013.6184971085,33099362.9745331,"sdmTMB"
"126",2006,"TANNER","E166","Mature male",300,9.27312364224425,3808.46976750558,8396238.60407003,10.4427261292329,3467.16137565129,7643782.40236123,"sdmTMB"
"127",2006,"TANNER","W166","Immature male",300,236.352565842139,25630.5929966035,56505785.1317115,84.5638938183975,10570.1582153822,23303209.9181525,"sdmTMB"
"128",2006,"TANNER","W166","Mature male",300,34.6670392705912,9813.48199282012,21635024.4004771,11.9306416290855,3800.7833672749,8379292.99224091,"sdmTMB"
"129",2007,"TANNER","E166","Immature male",300,40.063533654654,9690.53455088799,21363971.6886951,29.2783669340447,9094.89641756626,20050814.3855382,"sdmTMB"
"130",2007,"TANNER","E166","Mature male",300,11.0787836585945,5932.27189192036,13078420.8118854,8.46076648336941,5346.1506339446,11786244.6274056,"sdmTMB"
"131",2007,"TANNER","W166","Immature male",300,186.245820628084,19355.4241998959,42671406.0465703,65.9047622390566,6211.3781582206,13693744.8004707,"sdmTMB"
"132",2007,"TANNER","W166","Mature male",300,30.9498120063062,8980.05672695046,19797636.2057205,10.9268235672214,3193.18709426039,7039772.50380209,"sdmTMB"
"133",2008,"TANNER","E166","Immature male",300,31.4145676214897,9261.19409454,20417438.0061554,34.7111853318094,13199.4669297508,29099843.3896738,"sdmTMB"
"134",2008,"TANNER","E166","Mature male",300,24.0040894624782,16598.9408290343,36594400.4504187,30.2324308889634,23833.7340700761,52544389.2940182,"sdmTMB"
"135",2008,"TANNER","W166","Immature male",300,83.1632994887119,11857.0480404588,26140316.3383436,26.3598084539294,5760.11230240429,12698873.8862701,"sdmTMB"
"136",2008,"TANNER","W166","Mature male",300,42.7282890395868,18503.1615248855,40792488.473485,23.4175150049086,13314.7225556689,29353938.549868,"sdmTMB"
"137",2009,"TANNER","E166","Immature male",300,24.7975007973975,1671.36218966889,3684722.89264678,13.3622931856446,847.564992591232,1868560.95615374,"sdmTMB"
"138",2009,"TANNER","E166","Mature male",300,6.63672458192656,3795.7022751686,8368091.10163966,2.96729043460844,1749.22746301786,3856386.43572836,"sdmTMB"
"139",2009,"TANNER","W166","Immature male",300,79.4266292614737,7130.49304812833,15720046.2788393,32.8011357840561,5202.55657290189,11469673.9120677,"sdmTMB"
"140",2009,"TANNER","W166","Mature male",300,20.8111549051471,9631.1566063329,21233065.72889,10.3553173643813,5042.72891003588,11117314.230916,"sdmTMB"
"141",2010,"TANNER","E166","Immature male",300,33.6534439501894,2936.67870345067,6474268.30272895,17.2615746531634,2470.67557688894,5446907.26805869,"sdmTMB"
"142",2010,"TANNER","E166","Mature male",300,5.30187401486065,3191.01053633378,7034974.01495933,2.83735145812642,2019.7075032723,4452692.85123187,"sdmTMB"
"143",2010,"TANNER","W166","Immature male",300,102.325836546614,7272.84033949779,16033868.3375513,30.5346043193426,3080.91074422839,6792245.52262292,"sdmTMB"
"144",2010,"TANNER","W166","Mature male",300,26.3044147871961,13912.0524846343,30670825.6239727,13.958846795892,9110.16304885954,20084471.5462468,"sdmTMB"
"145",2011,"TANNER","E166","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"146",2011,"TANNER","E166","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"147",2011,"TANNER","W166","Immature male",300,168.953363038191,11354.0827377938,25031467.6540831,55.0757419162906,5077.14027675586,11193178.3084356,"sdmTMB"
"148",2011,"TANNER","W166","Mature male",300,26.1211255686346,12708.5030959233,28017453.415108,20.7402392710605,14308.5725672402,31545002.7681029,"sdmTMB"
"149",2012,"TANNER","E166","Immature male",300,121.627304744737,19504.6761709697,43000450.3183551,93.8845573678716,14392.2575767712,31729496.6332245,"sdmTMB"
"150",2012,"TANNER","E166","Mature male",300,39.2291466058264,12003.2640035707,26462667.3582953,33.8349560656976,9416.64214598681,20760142.2968974,"sdmTMB"
"151",2012,"TANNER","W166","Immature male",300,206.283458225333,17718.7856570828,39063235.6912949,71.7599864089692,6517.08372402425,14367710.2064665,"sdmTMB"
"152",2012,"TANNER","W166","Mature male",300,18.070818614965,5986.65174856491,13198307.8740169,8.85987853850108,2810.49006448489,6196069.97464467,"sdmTMB"
"153",2013,"TANNER","E166","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"154",2013,"TANNER","E166","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"155",2013,"TANNER","W166","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"156",2013,"TANNER","W166","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"157",2014,"TANNER","E166","Immature male",300,46.683636135128,10933.9327098566,24105195.3979223,17.2920943585821,5698.95988438386,12564055.8821215,"sdmTMB"
"158",2014,"TANNER","E166","Mature male",300,45.341852004517,25489.5140049091,56194759.1951545,17.6352949136835,10458.9757882458,23058094.6241355,"sdmTMB"
"159",2014,"TANNER","W166","Immature male",300,126.703411024188,17395.7342992157,38351029.3597219,51.6270880608037,8269.03269610153,18230096.5426328,"sdmTMB"
"160",2014,"TANNER","W166","Mature male",300,43.7172793425528,18348.5219711953,40451566.615187,17.6082174150169,6187.45810021227,13641010.0994696,"sdmTMB"
"161",2015,"TANNER","E166","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"162",2015,"TANNER","E166","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"163",2015,"TANNER","W166","Immature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"164",2015,"TANNER","W166","Mature male",300,NA,NA,NA,NA,NA,NA,"sdmTMB"
"165",2016,"TANNER","E166","Immature male",300,10.4604674988157,2721.60177806023,6000104.84757551,13.1959246957573,4167.96385818144,9188787.40879501,"sdmTMB"
"166",2016,"TANNER","E166","Mature male",300,7.0594756400344,4106.07043898582,9052335.77669277,3.98012640011408,1770.0246483949,3902236.38108136,"sdmTMB"
"167",2016,"TANNER","W166","Immature male",300,55.6459439588009,4189.62860100902,9236549.99092922,21.9120841705858,1917.9582750084,4228374.20084561,"sdmTMB"
"168",2016,"TANNER","W166","Mature male",300,24.112773589639,11380.6364474558,25090008.563098,10.0501842233328,4222.63716005686,9309321.40692072,"sdmTMB"
"169",2017,"TANNER","E166","Immature male",300,10.3651508203017,1603.26514607875,3534594.60986694,8.81652275640048,2501.28215938592,5514383.23220901,"sdmTMB"
"170",2017,"TANNER","E166","Mature male",300,2.66372994272483,1660.80523284648,3661448.78681821,3.40101564883578,2198.67546844307,4847249.67583361,"sdmTMB"
"171",2017,"TANNER","W166","Immature male",300,83.2871927623609,2445.92626696578,5392344.37952695,33.3439907991269,961.415568931999,2119558.51226512,"sdmTMB"
"172",2017,"TANNER","W166","Mature male",300,7.14332421693309,2628.55860429279,5794979.7618792,2.57279591912119,866.461119179326,1910219.78429517,"sdmTMB"
"173",2018,"TANNER","E166","Immature male",300,35.4044489317287,1234.56231161804,2721744.00027507,16.1900527182875,585.96040001786,1291821.55338695,"sdmTMB"
"174",2018,"TANNER","E166","Mature male",300,0.905662948256378,312.576109880242,689112.362891477,0.487744598428976,171.11598325179,377246.167636797,"sdmTMB"
"175",2018,"TANNER","W166","Immature male",300,153.107782588836,5425.03444598903,11960153.6639364,56.6159508339561,1855.92068642145,4091604.72964189,"sdmTMB"
"176",2018,"TANNER","W166","Mature male",300,12.618854535396,3843.5439447673,8473563.92870397,4.42334863300281,1089.98686910013,2403009.70913629,"sdmTMB"
"177",2019,"TANNER","E166","Immature male",300,34.6677434312936,3683.51806939951,8120767.26378699,22.0017920295279,3550.4941783085,7827499.78424138,"sdmTMB"
"178",2019,"TANNER","E166","Mature male",300,1.85012179467445,723.04273883913,1594036.37860826,1.74487890312309,596.141275627584,1314266.54206637,"sdmTMB"
"179",2019,"TANNER","W166","Immature male",300,127.521136937897,5025.70819291938,11079789.9729209,43.5102904945441,1424.04776570237,3139487.91886068,"sdmTMB"
"180",2019,"TANNER","W166","Mature male",300,10.7766797315196,2518.79518829609,5552992.85192147,3.77971670442322,662.907619472964,1461461.13408603,"sdmTMB"
"181",2021,"TANNER","E166","Immature male",300,40.9939633459516,5450.06698705167,12015340.9702455,18.0042972883747,2238.80074229542,4935710.76227636,"sdmTMB"
"182",2021,"TANNER","E166","Mature male",300,7.13739827905267,3107.80197918882,6851530.54754614,3.50843758978408,1678.01312110876,3699385.68655549,"sdmTMB"
"183",2021,"TANNER","W166","Immature male",300,120.80543012735,7482.4864290484,16496058.8491567,59.5043979289192,2623.47039695914,5783762.18488677,"sdmTMB"
"184",2021,"TANNER","W166","Mature male",300,15.5029366872815,4448.74889663808,9807812.45645321,5.15209853434358,1494.5813463573,3294987.84637255,"sdmTMB"
"185",2022,"TANNER","E166","Immature male",300,53.308686539492,4700.54459416725,10362926.9473102,35.4038180178159,2263.8534955679,4990942.62888048,"sdmTMB"
"186",2022,"TANNER","E166","Mature male",300,12.8923847029904,6690.42535782514,14749863.0936521,5.29413436746125,3043.90193205362,6710655.05809468,"sdmTMB"
"187",2022,"TANNER","W166","Immature male",300,101.221688558304,4925.42987393647,10858714.1224102,47.913721684644,1855.47000586559,4090611.1490932,"sdmTMB"
"188",2022,"TANNER","W166","Mature male",300,11.7568862345798,3695.43617025475,8147042.17854192,3.90379471712193,1184.97924338842,2612432.04639538,"sdmTMB"
"189",2023,"TANNER","E166","Immature male",300,34.6545290112483,2119.85510473742,4673480.51894576,15.5174858262473,900.18483877064,1984567.85939907,"sdmTMB"
"190",2023,"TANNER","E166","Mature male",300,7.8978207318014,4309.69156753722,9501243.52298356,2.94950748494392,1745.46122400805,3848083.30000804,"sdmTMB"
"191",2023,"TANNER","W166","Immature male",300,285.237908350084,10687.1723698933,23561181.9702643,74.2418798698302,2723.00788345621,6003204.77934018,"sdmTMB"
"192",2023,"TANNER","W166","Mature male",300,19.723593962145,5559.16088910673,12255851.8546218,6.03627679213324,1488.29124361746,3281120.54357853,"sdmTMB"
"193",2024,"TANNER","E166","Immature male",300,68.3820839088846,7004.65682540064,15442624.8955658,46.9757765506147,6398.85442541402,14107059.2201851,"sdmTMB"
"194",2024,"TANNER","E166","Mature male",300,10.9635839935794,5327.02100840361,11744071.0221904,5.12668121620998,2152.51971119944,4745493.64928574,"sdmTMB"
"195",2024,"TANNER","W166","Immature male",300,467.97659836781,38908.2618857686,85778034.330183,127.97128903393,14029.5827987947,30929935.6133236,"sdmTMB"
"196",2024,"TANNER","W166","Mature male",300,44.9827507679548,13395.7438787842,29532559.9916603,17.0909660698005,4734.37247830269,10437504.6659245,"sdmTMB"
"197",2025,"TANNER","E166","Immature male",300,31.9764576620932,4199.75320128259,9258870.91372951,12.1896022046437,1736.32823738024,3827948.51108334,"sdmTMB"
"198",2025,"TANNER","E166","Mature male",300,9.08972379355403,3845.07929550415,8476948.7976709,3.92328125216981,1816.2367503937,4004116.62655109,"sdmTMB"
"199",2025,"TANNER","W166","Immature male",300,469.997960024285,54778.7880166133,120766555.258886,155.52105686761,21118.3415992642,46557973.6256685,"sdmTMB"
"200",2025,"TANNER","W166","Mature male",300,66.955988816906,24845.6149462632,54775204.7642765,23.2542922179825,10310.9512048861,22731756.2790711,"sdmTMB"
"201",2020,NA,NA,"Mature male",NA,NA,NA,NA,NA,NA,NA,"sdmTMB"
"202",2020,NA,NA,"Immature male",NA,NA,NA,NA,NA,NA,NA,"sdmTMB"
